tanggal,sumber (url),judul berita,konten
2024-12-25,https://news.detik.com/berita/d-7703260/jokowi-soal-hasto-tersangka-kpk-hormati-proses-hukum-yang-ada,Jokowi soal Hasto Tersangka KPK: Hormati Proses Hukum yang Ada,Presiden ke-7 RI Joko Widodo (Jokowi) merespons Sekjen PDIP Hasto Kristiyanto yang ditetapkan sebagai tersangka kasus korupsi Harun Masiku
2025-04-19,https://news.detik.com/berita/d-7875780/pengacara-jokowi-kaji-langkah-hukum-terkait-ijazah-pembunuhan-karakter,Pengacara Jokowi Kaji Langkah Hukum Terkait Ijazah: Pembunuhan Karakter,Tudingan ijazah palsu terhadap Presiden ke-7 RI Joko Widodo (Jokowi) masih terus menuai perdebatan
2025-06-26,https://news.detik.com/berita/d-7982728/ahli-hukum-ini-nilai-justice-collaborator-dijadikan-pp-kurang-tepat,Ahli Hukum Ini Nilai Justice Collaborator Dijadikan PP Kurang Tepat,Presiden Prabowo Subianto meneken Peraturan Pemerintah Nomor 24 Tahun 2025 yang isinya memberikan penghargaan berupa hukuman ringan hingga bebas bersyarat kepada saksi pelaku tindak pidana yang bersedia bekerja sama dengan penegak hukum untuk mengungkap kasus pidana atau justice collaborator (JC)
2025-05-18,https://news.detik.com/berita/d-7919522/kadin-dukung-proses-hukum-pemerasan-proyek-rp-5-t-pelaku-akan-dinonaktifkan,"Kadin Dukung Proses Hukum Pemerasan Proyek Rp 5 T, Pelaku Akan Dinonaktifkan","Ketum Kamar Dagang dan Industri (Kadin) Indonesia Anindya Novyan Bakrie mendukung proses hukum kasus pemerasan modus minta jatah proyek Rp 5 triliun oleh Ketua Kadin Kota Cilegon, Muh Salim (54)"
2025-02-06,https://news.detik.com/foto-news/d-7766530/sertifikat-lahan-pagar-laut-kembali-dilaporkan-ke-kpk,Sertifikat Lahan Pagar Laut Kembali Dilaporkan ke KPK,Jakarta - Koordinator MAKI Boyamin Saiman menambahkan bukti baru terkait kasus pagar laut kepada KPK
2024-08-20,https://news.detik.com/berita/d-7498519/guru-besar-ulm-apresiasi-perempuan-yang-berani-terjun-ke-politik,Guru Besar ULM Apresiasi Perempuan yang Berani Terjun ke Politik,"Guru besar Ilmu Politik Universitas Lambung Mangkurat (ULM) Banjarmasin, Prof Bachruddin Ali Akhmad, mengapresiasi perempuan yang berani terjun ke dunia politik"
2024-11-09,https://news.detik.com/pilkada/d-7630018/cabup-pandeglang-nomor-2-diduga-lakukan-politik-uang-bawaslu-telusuri,"Cabup Pandeglang Nomor 2 Diduga Lakukan Politik Uang, Bawaslu Telusuri","Calon Bupati Pandeglang nomor urut 2, Raden Dewi Setiani, diduga melakukan tindakan money politics atau politik uang"
2025-07-20,https://news.detik.com/berita/d-8020876/prabowo-minta-kasus-beras-oplosan-ditindak-ini-kejahatan-ekonomi-luar-biasa,Prabowo Minta Kasus Beras Oplosan Ditindak: Ini Kejahatan Ekonomi Luar Biasa,Presiden Prabowo Subianto mengatakan saat ini terjadi pengoplosan oleh oknum pengusaha
2025-02-04,https://news.detik.com/berita/d-7763418/tim-hukum-kpk-siap-hadapi-praperadilan-hasto-besok,Tim Hukum KPK Siap Hadapi Praperadilan Hasto Besok,KPK memastikan hadir dalam sidang praperadilan yang diajukan Sekjen PDIP Hasto Kristiyanto terkait penetapan tersangka dalam kasus suap Harun Masiku
2025-01-27,https://news.detik.com/berita/d-7751991/74-7-responden-indikator-nilai-penegakan-hukum-baik-di-era-prabowo,"74,7% Responden Indikator Nilai Penegakan Hukum Baik di Era Prabowo",Indikator Politik Indonesia merilis survei terkait kondisi penegakan hukum selama 100 hari pemerintahan Prabowo Subianto
2025-06-17,https://news.detik.com/berita/d-7969031/mendes-sebut-kopdes-merah-putih-akan-jadi-andalan-ekonomi-gorontalo,Mendes Sebut Kopdes Merah Putih Akan Jadi Andalan Ekonomi Gorontalo,"Menteri Desa dan Pembangunan Daerah Tertinggal (Mendes PDT), Yandri Susanto meyakini hadirnya Koperasi Desa/Kelurahan Merah Putih akan menjadi andalan ekonomi Gorontalo"
2025-07-16,https://news.detik.com/berita/d-8014871/waka-mpr-nilai-ri-perlu-hati-hati-sikapi-dampak-ekonomi-global,Waka MPR Nilai RI Perlu Hati-hati Sikapi Dampak Ekonomi Global,Wakil Ketua MPR RI Lestari Moerdijat menekankan pentingnya kehati-hatian dalam menyikapi dinamika ekonomi global yang semakin kompleks
2025-03-19,https://news.detik.com/berita/d-7831887/gelar-gerakan-pangan-murah-wawalkot-tangerang-stabilitas-ekonomi-terjaga,"Gelar Gerakan Pangan Murah, Wawalkot Tangerang: Stabilitas Ekonomi Terjaga","Wakil Wali Kota Tangerang, H"
2025-04-02,https://news.detik.com/berita/d-7852141/eddy-soeparno-apresiasi-didit-temui-megawati-teduhkan-dinamika-politik,Eddy Soeparno Apresiasi Didit Temui Megawati: Teduhkan Dinamika Politik,Pimpinan MPR RI yang juga Wakil Ketua Umum PAN Eddy Soeparno mendukung serangkaian inisiatif pertemuan Didit Hediprasetyo putra dari Presiden Prabowo Subianto
2025-05-05,https://news.detik.com/berita/d-7900877/ketua-baleg-targetkan-ruu-pprt-rampung-tahun-ini-beri-kepastian-hukum,Ketua Baleg Targetkan RUU PPRT Rampung Tahun ini: Beri Kepastian Hukum,Ketua Baleg DPR RI Bob Hasan mengatakan pembahasan Rancangan Undang-Undang perlindungan Pekerja Rumah Tangga (PPRT) ditargetkan rampung di tahun ini
2024-09-13,https://news.detik.com/kolom/d-7537398/membentangkan-cakrawala-imajinasi-toleransi-politik,Membentangkan Cakrawala Imajinasi Toleransi Politik,"Kata toleransi diucapkan banyak bibir sampai berbusa-busa, lantang sampai berdengung di telinga, dan menjadi tema klise seminar-seminar yang nyaman"
2025-04-22,https://news.detik.com/kolom/d-7879928/ekonomi-kita-stabil-tapi-mandek,Ekonomi Kita: Stabil Tapi Mandek?,"Di banyak ruang sidang dan forum kebijakan, kita sering mendengar pujian atas stabilitas ekonomi Indonesia"
2025-07-24,https://news.detik.com/berita/d-8027365/kapolri-sebut-sudah-46-tersangka-pembakar-lahan-di-riau-diproses-hukum,Kapolri Sebut Sudah 46 Tersangka Pembakar Lahan di Riau Diproses Hukum,Kapolri Jenderal Listyo Sigit Prabowo mengatakan saat ini sudah ada 46 orang yang ditetapkan sebagai tersangka kebakaran hutan dan lahan (Karhutla) di Riau
2024-12-11,https://news.detik.com/kolom/d-7681282/penegakan-hukum-yang-tidak-melecehkan-rasa-keadilan,Penegakan Hukum yang Tidak Melecehkan Rasa Keadilan,Ketertiban umum dan tata kelola pemerintahan yang benar akan terwujud dan selalu terjaga jika masyarakat dan aparatur negara percaya dan hormat kepada institusi penegak hukum
2025-05-19,https://news.detik.com/berita/d-7918485/kupas-tuntas-tantangan-ekonomi-global-di-outlook-ekonomi-dpr,Kupas Tuntas Tantangan Ekonomi Global di Outlook Ekonomi DPR,Situasi ekonomi global dan domestik menghadapi tantangan besar
2025-05-16,https://news.detik.com/berita/d-7916802/telkom-dukung-kejati-dki-proses-hukum-kasus-proyek-fiktif-rp-431-m,Telkom Dukung Kejati DKI Proses Hukum Kasus Proyek Fiktif Rp 431 M,PT Telkom Indonesia (Persero) buka suara soal pengusutan kasus dugaan korupsi proyek fiktif di PT Telkom periode 2016-2018 yang dilakukan oleh Kejaksaan Tinggi (Kejati) DKI Jakarta
2025-04-23,https://news.detik.com/berita/d-7882528/polda-metro-diskusi-bareng-serikat-buruh-bahas-penegakan-hukum-ketenagakerjaan,Polda Metro Diskusi Bareng Serikat Buruh Bahas Penegakan Hukum Ketenagakerjaan,Direktorat Intelkam Polda Metro Jaya menggelar Forum Group Discussion (FGD) bersama perwakilan serikat pekerja
2024-11-23,https://news.detik.com/pilkada/d-7653027/rk-nilai-surat-dukungan-dari-rt-hingga-lmk-jakut-bukan-politik-praktis,RK Nilai Surat Dukungan dari RT hingga LMK Jakut Bukan Politik Praktis,"Calon Gubernur Jakarta nomor urut 1 Ridwan Kamil (RK) menilai pernyataan dukungan dari pengurus RT, RW dan LMK di Kelurahan Sukapura, Kecamatan Cilincing, Jakarta Utara pada dirinya bukan bentuk politik praktis"
2025-04-09,https://news.detik.com/melindungi-tuah-marwah/d-7861571/kapolda-riau-perintahkan-percepat-program-pelayanan-ketahanan-ekonomi,Kapolda Riau Perintahkan Percepat Program Pelayanan-Ketahanan Ekonomi,Kapolda Riau Irjen Herry Heryawan memerintahkan jajarannya untuk melakukan percepatan program prioritas
2025-02-19,https://news.detik.com/berita/d-7785123/ketua-ma-puji-partisipasi-mpr-di-pameran-kampung-hukum-2025,Ketua MA Puji Partisipasi MPR di Pameran Kampung Hukum 2025,Majelis Permusyawaratan Rakyat (MPR) turut meramaikan Pameran Kampung Hukum 2025 yang digelar Mahkamah Agung (MA)
2025-07-16,https://news.detik.com/berita/d-8013576/ekonomi-jabar-di-atas-nasional-mendagri-ungkap-potensi-sdm-melimpah,"Ekonomi Jabar di Atas Nasional, Mendagri Ungkap Potensi SDM Melimpah","Menteri Dalam Negeri RI (Mendagri), Muhammad Tito Karnavian mengapresiasi pertumbuhan ekonomi Provinsi Jawa Barat yang berada di atas rata-rata nasional"
2024-10-19,https://news.detik.com/berita/d-7596324/bagaimana-langkah-politik-projo-ke-depan-usai-jokowi-purnatugas,Bagaimana Langkah Politik Projo ke Depan Usai Jokowi Purnatugas?,Projo mengungkap langkah politik selanjutnya setelah Joko Widodo (Jokowi) purnatugas sebagai presiden
2025-06-25,https://news.detik.com/internasional/d-7981180/iran-hukum-gantung-3-orang-yang-dituduh-jadi-mata-mata-israel,Iran Hukum Gantung 3 Orang yang Dituduh Jadi Mata-mata Israel,Otoritas Iran kembali mengeksekusi mati warga yang dituduh menjadi mata-mata Israel
2024-10-14,https://news.detik.com/kolom/d-7587223/politik-hukum-perubahan-uu-kementerian-negara,Politik Hukum Perubahan UU Kementerian Negara,Dewan Perwakilan Rakyat (DPR) telah mengesahkan Rancangan Undang-Undang tentang Perubahan atas Undang-Undang Nomor 39 Tahun 2008 tentang Kementerian Negara (RUU Kementerian Negara) menjadi UU melalui rapat paripurna ke-7 yang digelar pada Kamis (19/9)
2025-03-05,https://news.detik.com/berita/d-7807696/maqdir-usul-revisi-kuhap-atur-penahanan-usai-vonis-singgung-tokoh-politik,"Maqdir Usul Revisi KUHAP Atur Penahanan Usai Vonis, Singgung Tokoh Politik",Praktisi hukum Maqdir Ismail mengusulkan agar penahanan tersangka tidak dilakukan sebelum putusan pengadilan dalam revisi KUHAP
2025-03-21,https://news.detik.com/foto-news/d-7834332/pendukung-hasto-penuhi-ruang-sidang-dan-luar-pengadilan,Pendukung Hasto Penuhi Ruang Sidang dan Luar Pengadilan,"Jakarta - Sejumlah pendukung Sekjen PDIP Hasto Kristiyanto memenuhi ruang sidang Pengadilan Tipikor, Jakarta"
2025-07-29,https://news.detik.com/foto-news/d-8034552/karangan-bunga-penuhi-rumah-duka-kwik-kian-gie,Karangan Bunga Penuhi Rumah Duka Kwik Kian Gie,"Jakarta - Ahli ekonomi dan politikus Indonesia, Kwik Kian Gie, meninggal dunia"
2024-08-14,https://news.detik.com/kolom/d-7487983/politik-yang-luput-dipahami,Politik yang (Luput) Dipahami,Tahun 2024 bisa dibilang tahun politik tersibuk
2025-07-29,https://news.detik.com/berita/d-8034015/perludem-sebut-kedaulatan-rakyat-tergerus-jika-gubernur-dipilih-pusat,Perludem Sebut Kedaulatan Rakyat Tergerus Jika Gubernur Dipilih Pusat,Ketum PKB Muhaimin Iskandar alias Cak Imin mengusulkan Gubernur dipilih oleh Pemerintah Pusat
2025-02-20,https://news.detik.com/berita/d-7787639/pemerintah-bakal-gunakan-data-tunggal-sosial-ekonomi-untuk-salurkan-bansos,Pemerintah Bakal Gunakan Data Tunggal Sosial Ekonomi untuk Salurkan Bansos,Indonesia mencetak sejarah di era Pemerintahan Presiden Prabowo dengan peluncuran Data Tunggal Sosial Ekonomi Nasional (DTSEN)
2025-07-18,https://news.detik.com/berita/d-8018264/hakim-abaikan-keterangan-eks-menteri-bumn-saat-jatuhkan-vonis-ke-tom-lembong,Hakim Abaikan Keterangan Eks Menteri BUMN Saat Jatuhkan Vonis ke Tom Lembong,Majelis hakim mengesampingkan keterangan dalam berita acara pemeriksaan (BAP) eks Menteri BUMN Rini Mariani Soemarno yang dibacakan di persidangan
2025-05-15,https://news.detik.com/berita/d-7914863/megawati-singgung-polemik-ijazah-jokowi-golkar-tunggu-saja-proses-hukum,"Megawati Singgung Polemik Ijazah Jokowi, Golkar: Tunggu Saja Proses Hukum",Presiden ke-5 RI Megawati Soekarnoputri menyinggung soal polemik ijazah Presiden ke-7 RI Joko Widodo (Jokowi) dan menyarankan untuk menunjukkan ijazahnya agar tak berkepanjangan
2025-05-27,https://news.detik.com/berita/d-7934871/ace-hasan-soal-dana-parpol-dari-apbn-partai-perlu-perhatian-negara,Ace Hasan soal Dana Parpol dari APBN: Partai Perlu Perhatian Negara,Wakil Ketua KPK Fitroh Rohcahyanto mengusulkan adanya dana tambahan dari pemerintah untuk partai politik melalui anggaran pendapatan belanja negara (APBN)
2025-07-24,https://news.detik.com/berita/d-8027856/10-ruu-kabupaten-kota-jadi-uu-mendagri-pembaruan-dasar-hukum,"10 RUU Kabupaten/Kota Jadi UU, Mendagri: Pembaruan Dasar Hukum",Dewan Perwakilan Rakyat (DPR) Republik Indonesia (RI) resmi menyetujui 10 Rancangan Undang-Undang (RUU) tentang Kabupaten/Kota menjadi Undang-Undang (UU)
2025-03-11,https://news.detik.com/berita/d-7817416/peran-koperasi-dalam-membangun-ekonomi-nasional,Peran Koperasi Dalam Membangun Ekonomi Nasional,Koperasi memiliki peran penting dalam membangun perekonomian Indonesia
2025-07-21,https://news.detik.com/berita/d-8022105/pria-bunuh-kakak-di-kebon-nanas-jatinegara-jaktim-ditangkap,Pria Bunuh Kakak di Kebon Nanas Jatinegara Jaktim Ditangkap!,"Seorang pria berinisial B (44) membunuh kakaknya, D (47), dengan cara menusuk beberapa bagian tubuh di Kebon Nanas, Jatinegara, Jakarta Timur (Jaktim)"
2025-02-25,https://news.detik.com/berita/d-7795553/ahy-janji-sukseskan-prabowo-politik-bukan-hanya-bisikkan-hal-manis,AHY Janji Sukseskan Prabowo: Politik Bukan Hanya Bisikkan Hal Manis,Ketua Umum (Ketum) Demokrat Agus Harimurti Yudhoyono (AHY) menegaskan komitmen partainya mendukung berjalannya pemerintahan Presiden Prabowo Subianto
2024-09-09,https://news.detik.com/berita/d-7532277/ahy-checks-and-balances-tetap-diperlukan-untuk-stabilitas-politik,AHY: Checks and Balances Tetap Diperlukan untuk Stabilitas Politik,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menyerahkan sepenuhnya kepada presiden terpilih Prabowo Subianto terkait susunan pemerintahan, termasuk potensi mengajak rival politik"
2025-07-07,https://news.detik.com/internasional/d-7999007/trump-kecam-elon-musk-bikin-partai-politik-baru-konyol,Trump Kecam Elon Musk Bikin Partai Politik Baru: Konyol!,"Presiden Amerika Serikat (AS) Donald Trump mengecam partai politik baru yang diluncurkan orang terkaya di dunia, Elon Musk"
2025-07-21,https://news.detik.com/berita/d-8022041/eks-dirjen-prasetyo-divonis-7-5-tahun-bui-di-kasus-korupsi-rel-ka-sumut-aceh,"Eks Dirjen Prasetyo Divonis 7,5 Tahun Bui di Kasus Korupsi Rel KA Sumut-Aceh","Mantan Dirjen Perkeretaapian Kementerian Perhubungan, Prasetyo Boeditjahjono, divonis hukuman penjara dalam kasus korupsi proyek pembangunan jalur kereta api (KA) Besitang-Langsa tahun 2017-2023"
2024-07-30,https://news.detik.com/berita/d-7464258/hakim-mk-puji-mahasiswa-ui-gugat-uu-pilkada-tanpa-kuasa-hukum-beri-nilai-a,"Hakim MK Puji Mahasiswa UI Gugat UU Pilkada Tanpa Kuasa Hukum, Beri Nilai A-",Hakim Mahkamah Konstitusi (MK) Arsul Sani memuji gugatan yang diajukan dua mahasiswa Universitas Indonesia (UI) terhadap larangan kampanye pilkada di kampus
2025-04-05,https://news.detik.com/berita/d-7855639/ksal-janji-proses-hukum-prajurit-pembunuh-jurnalis-tak-bertele-tele,KSAL Janji Proses Hukum Prajurit Pembunuh Jurnalis Tak Bertele-tele,"Kepala Staf Angkatan Laut (KSAL) Laksamana Muhammad Ali menegaskan akan memproses Jumran, prajurit TNI AL terduga pembunuh dan pemerkosa wartawati di Banjarbaru, Kalimantan Selatan (Kalsel)"
2024-10-16,https://news.detik.com/berita/d-7590937/mk-tolak-perluas-siapa-saja-yang-dilarang-lakukan-politik-uang-di-uu-pemilu,MK Tolak Perluas Siapa Saja yang Dilarang Lakukan Politik Uang di UU Pemilu,Mahkamah Konstitusi (MK) menolak memperluas subjek hukum terkait larangan politik uang dalam Undang-Undang Pemilu
2025-01-09,https://news.detik.com/pilkada/d-7725648/gugat-pilgub-sulsel-ke-mk-politik-gentong-babi-jadi-dalil-danny-azhar,"Gugat Pilgub Sulsel ke MK, Politik Gentong Babi Jadi Dalil Danny-Azhar",Pasangan calon nomor urut 1 Moh Ramdhan 'Danny' Pomanto-Azhar Arsyad mendalilkan adanya praktik 'Politik Gentong Babi' sebagai upaya memenangkan pasangan nomor urut 2 Andi Sudirman Sulaiman-Fatmawati Rusdi di Pilgub Sulsel 2024
2025-02-28,https://news.detik.com/berita/d-7799441/doli-kurnia-luncurkan-forum-diskusi-politics-colleagues-breakfast,Doli Kurnia Luncurkan Forum Diskusi 'Politics & Colleagues Breakfast',"Anggota Komisi II DPR RI Fraksi Golkar, Ahmad Doli Kurnia, meluncurkan forum diskusi Politics & Colleagues Breakfast (PCB)"
2025-05-01,https://news.detik.com/berita/d-7894667/ibas-dorong-sinergi-asean-wujudkan-ekonomi-hijau-dan-kerja-sama-perdagangan,Ibas Dorong Sinergi ASEAN Wujudkan Ekonomi Hijau dan Kerja Sama Perdagangan,Wakil Ketua MPR RI dari Partai Demokrat Edhie Baskoro Yudhoyono (Ibas) menegaskan bahwa Indonesia dan Malaysia tidak hanya tetangga tapi mitra dalam kemajuan dengan berbagai potensi yang dimiliki
2025-01-21,https://news.detik.com/foto-news/d-7743307/potret-bupati-situbondo-ditahan-kpk-terkait-korupsi-dana-pen,Potret Bupati Situbondo Ditahan KPK Terkait Korupsi Dana PEN,Jakarta - KPK telah memeriksa Bupati Situbondo Karna Suwandi sebagai tersangka kasus korupsi pengelolaan dana Pemulihan Ekonomi Nasional (PEN)
2024-11-27,https://news.detik.com/pilkada/d-7660215/indikator-politik-pramono-rano-ungguli-rk-suswono-di-semua-wilayah-jakarta,Indikator Politik: Pramono-Rano Ungguli RK-Suswono di Semua Wilayah Jakarta,Lembaga survei Indikator Politik telah merilis hasil hitung cepat Pilkada Jakarta 2024
2025-04-28,https://news.detik.com/berita/d-7889952/7-jam-di-kpk-bobby-diskusi-pencegahan-korupsi-hingga-penegakan-hukum,"7 Jam di KPK, Bobby Diskusi Pencegahan Korupsi hingga Penegakan Hukum","Gubernur Sumatera Utara (Sumut), Bobby Nasution, memenuhi undangan KPK terkait koordinasi pencegahan korupsi di daerah"
2025-07-27,https://news.detik.com/berita/d-8031105/peringati-peristiwa-kudatuli-pdip-bicara-hasto-terintimidasi-oleh-hukum,"Peringati Peristiwa Kudatuli, PDIP Bicara Hasto Terintimidasi oleh Hukum",DPP PDIP memperingati peristiwa peringatan Kerusuhan Dua Puluh Tujuh Juli (Kudatuli) 1996
2025-06-14,https://news.detik.com/berita/d-7964395/legislator-kecam-serangan-israel-ke-iran-jangan-terkecoh-politik-netanyahu,Legislator Kecam Serangan Israel ke Iran: Jangan Terkecoh Politik Netanyahu,Anggota Komisi I DPR RI Fraksi PKS Sukamta mengutuk keras aksi serangan Israel terhadap Iran
2024-11-01,https://news.detik.com/berita/d-7617178/waka-dpr-soal-wacana-omnibus-law-uu-politik-semua-usulan-ditampung,Waka DPR soal Wacana Omnibus Law UU Politik: Semua Usulan Ditampung,Wakil Ketua DPR RI Adies Kadir menanggapi usulan revisi sejumlah undang-undang (UU) politik via omnibus law
2024-09-19,https://news.detik.com/berita/d-7548181/paloh-harap-prabowo-prioritaskan-menteri-di-luar-nasdem-ini-etika-politik,Paloh Harap Prabowo Prioritaskan Menteri di Luar NasDem: Ini Etika Politik,Ketua Umum NasDem Surya Paloh berharap Prabowo Subianto-Gibran Rakabuming Raka memprioritaskan menteri untuk partai pendukung yang lain
2024-12-27,https://news.detik.com/berita/d-7706578/kajati-beberkan-peran-kejaksaan-dalam-pembangunan-ekonomi-jatim-sepanjang-2024,Kajati Beberkan Peran Kejaksaan dalam Pembangunan Ekonomi Jatim Sepanjang 2024,"Kepala Kejaksaan Tinggi (Kajati) Jawa Timur (Jatim), Mia Amiati, membeberkan capaian kinerja Kejaksaan Tinggi Jawa Timur sepanjang 2024"
2025-06-13,https://news.detik.com/berita/d-7961895/ma-minta-hakim-fokus-tegakan-hukum-keadilan-usai-naik-gaji,MA Minta Hakim Fokus Tegakan Hukum-Keadilan Usai Naik Gaji,Mahkamah Agung (MA) menyambut baik keputusan Preside Prabowo Subianto yang menaikkan gaji hakim
2025-07-29,https://news.detik.com/berita/d-8034171/rektor-paramadina-kenang-kwik-kian-gie-figur-intelektual-dan-ekonom-hebat,Rektor Paramadina Kenang Kwik Kian Gie: Figur Intelektual dan Ekonom Hebat,"Ahli ekonomi dan politikus Indonesia, Kwik Kian Gie, meninggal dunia"
2024-11-28,https://news.detik.com/pilkada/d-7660909/kubu-rido-duga-ada-kecurangan-politik-uang-sembako-pramono-ranah-bawaslu,"Kubu RIDO Duga Ada Kecurangan Politik Uang-Sembako, Pramono: Ranah Bawaslu","Calon Gubernur Jakarta nomor urut 1 Pramono Anung menanggapi Tim Pemenangan Paslon nomor urut 1, Ridwan Kamil (RK) dan Suswono, yang menduga adanya kecurangan pilkada"
2025-06-06,https://news.detik.com/berita/d-7951670/punya-potensi-kopi-kawasan-lembantongoa-siap-jadi-pusat-ekonomi-baru,"Punya Potensi Kopi, Kawasan Lembantongoa Siap Jadi Pusat Ekonomi Baru","Kementerian Transmigrasi siap menjalankan lima program unggulannya di Kawasan Transmigrasi Desa Lembantongoa, Kabupaten Sigi, Sulawesi Tengah"
2024-08-06,https://news.detik.com/pemilu/d-7476529/bamsoet-cerita-hambatan-perempuan-di-politik-airin-hampir-tidak-bisa-nyalon,Bamsoet Cerita Hambatan Perempuan di Politik: Airin Hampir Tidak Bisa Nyalon,Ketua Majelis Permusyawaratan Rakyat (MPR) sekaligus Waketum Partai Golkar Bambang Soesatyo (Bamsoet) bercerita tentang hambatan perempuan yang terjun ke dunia politik
2024-09-18,https://news.detik.com/berita/d-7547076/beri-kuliah-di-unhan-bamsoet-jelaskan-politik-bebas-aktif-indonesia,"Beri Kuliah di Unhan, Bamsoet Jelaskan Politik Bebas Aktif Indonesia",Ketua MPR RI sekaligus Dosen Tetap Pascasarjana Universitas Pertahanan RI (Unhan) Bambang Soesatyo menuturkan Indonesia menganut politik luar negeri Bebas dan Aktif
2025-03-27,https://news.detik.com/berita/d-7843906/jaksa-tegaskan-tak-ada-unsur-politik-di-kasus-hasto-murni-penegakan-hukum,Jaksa Tegaskan Tak Ada Unsur Politik di Kasus Hasto: Murni Penegakan Hukum,Jaksa penuntut umum (JPU) KPK menegaskan proses penanganan perkara Sekjen PDIP Hasto Kristiyanto tak ada unsur politik
2024-08-27,https://news.detik.com/berita/d-7511461/jokowi-bicara-ditinggal-ramai-ramai-istana-jokes-segar-politik,"Jokowi Bicara 'Ditinggal Ramai-ramai', Istana: Jokes Segar Politik",Kepala Presidential Communication Office (PCO) Hasan Nasbi memberikan penjelasan atas pernyataan Presiden Joko Widodo (Jokowi) soal 'ditinggal ramai-ramai' saat memberikan sambutan di Kongres NasDem beberapa waktu lalu
2025-02-10,https://news.detik.com/berita/d-7772201/sebut-ada-yang-mau-pisahkan-dirinya-dengan-jokowi-prabowo-singgung-pecah-belah,"Sebut Ada yang Mau Pisahkan Dirinya dengan Jokowi, Prabowo Singgung Pecah Belah",Presiden Prabowo Subianto menyebut ada pihak yang ingin memisahkan dirinya dengan Presiden RI ke-7 Joko Widodo (Jokowi)
2024-10-10,https://news.detik.com/kolom/d-7579779/pertunjukan-komunikasi-politik-kaesang,Pertunjukan Komunikasi Politik Kaesang,"Kaesang Pangarep, anak bungsu Presiden Joko Widodo, baru-baru ini muncul secara mengejutkan dan menarik perhatian publik saat mengenakan rompi bertuliskan ""Putra Mulyono"" saat kunjungannya ke Kecamatan Jambe, Kabupaten Tangerang pada 24 September 2024 lalu"
2024-12-16,https://news.detik.com/berita/d-7689860/polisi-akan-periksa-lagi-karyawati-toko-roti-soal-anak-bos-ngaku-kebal-hukum,Polisi Akan Periksa Lagi Karyawati Toko Roti soal Anak Bos Ngaku Kebal Hukum,"Polres Metro Jakarta Timur akan kembali memeriksa DAD korban penganiayaan anak bos toko roti di Cakung, George Sugama Halim"
