tanggal,sumber (url),judul berita,konten
2024-09-27,https://news.detik.com/foto-news/d-7561412/momen-tia-rahmania-konsultasi-ke-bareskrim-soal-pemecatan-pdip,Momen Tia Rahmania Konsultasi ke Bareskrim soal Pemecatan PDIP,"Jakarta - Caleg terpilih yang dipecat keanggotaannya dari PDIP, Tia Rahmania, menyambangi Bareskrim Polri"
2025-07-22,https://news.detik.com/kolom/d-8023344/jalan-panjang-psi-menuju-perubahan,Jalan Panjang PSI Menuju Perubahan,"Di Solo, Jawa Tengah, Partai Solidaritas Indonesia (PSI) selama dua hari, 19 hingga 20 Juli 2025 tidak hanya menggelar kongres namun di acara itu juga merilis logo baru PSI"
2025-07-30,https://news.detik.com/berita/d-8036609/sby-negara-kuat-bisa-jatuh-karena-pemimpin-letakkan-diri-di-atas-hukum,SBY: Negara Kuat Bisa Jatuh karena Pemimpin Letakkan Diri di Atas Hukum,Presiden ke-6 RI Susilo Bambang Yudhoyono (SBY) menjelaskan sejumlah faktor suatu negara kuat bisa jatuh
2025-02-07,https://news.detik.com/berita/d-7767798/kejiwaan-sunardi-si-pembunuh-keji-dinilai-sehat-proses-hukum-lanjut,"Kejiwaan Sunardi Si Pembunuh Keji Dinilai Sehat, Proses Hukum Lanjut","Polisi telah memeriksa Sunardi (44), si pembunuh pegawai koperasi di Cibarusah, Kabupaten Bekasi, yang ternyata juga membunuh istrinya"
2025-01-24,https://news.detik.com/berita/d-7748592/pimpinan-mpr-kunjungi-ikn-muzani-2028-akan-jadi-ibu-kota-politik,"Pimpinan MPR Kunjungi IKN, Muzani: 2028 Akan Jadi Ibu Kota Politik",Ketua MPR RI Ahmad Muzani bersama pimpinan dan anggota MPR lainnya mengunjungi Ibu Kota Nusantara (IKN) di Kalimantan Timur hari ini
2025-02-10,https://news.detik.com/foto-news/d-7771858/meirizka-widjaja-lisa-rachmat-jalani-sidang-suap-vonis-bebas-ronald-tannur,Meirizka Widjaja-Lisa Rachmat Jalani Sidang Suap Vonis Bebas Ronald Tannur,Jakarta - Meirizka Widjaja dan Lisa Rachmat jalani sidang kasus suap vonis bebas Ronald Tannur
2025-05-05,https://news.detik.com/berita/d-7900595/prabowo-6-bulan-kita-hasilkan-28-kebijakan-baru-dan-hampir-200-produk-hukum,Prabowo: 6 Bulan Kita Hasilkan 28 Kebijakan Baru dan Hampir 200 Produk Hukum,Presiden Prabowo Subianto memimpin sidang kabinet paripurna sekaligus mengevaluasi 6 bulan pertama pemerintahan berjalan
2025-05-20,https://news.detik.com/berita/d-7922541/jokowi-saya-sedih-jika-proses-hukum-soal-ijazah-ke-tahap-berikutnya-kasihan,"Jokowi: Saya Sedih Jika Proses Hukum soal Ijazah ke Tahap Berikutnya, Kasihan",Presiden RI ke-7 Joko Widodo (Jokowi) dimintai keterangan oleh penyidik terkait kasus tudingan ijazah palsu yang tengah diselidiki oleh Bareksrim Polri
2025-05-16,https://news.detik.com/berita/d-7917599/tokoh-sektor-keuangan-bakal-kumpul-di-outlook-ekonomi-dpr-mau-bahas-apa,"Tokoh Sektor Keuangan Bakal Kumpul di Outlook Ekonomi DPR, Mau Bahas Apa?",DPR RI bersama detikcom menggelar forum ekonomi nasional untuk menjawab tantangan ekonomi global yang makin kompleks pada 2025
2025-02-11,https://news.detik.com/berita/d-7772534/kata-prabowo-ada-yang-ingin-pisahkan-dirinya-dengan-jokowi,Kata Prabowo Ada yang Ingin Pisahkan Dirinya dengan Jokowi,Presiden Prabowo Subianto tiba-tiba bicara terkait hubungannya dengan Presiden ke-7 RI Joko Widodo (Jokowi)
2024-11-22,https://news.detik.com/dw/d-7650973/uni-eropa-antara-kekurangan-tenaga-kerja-dan-politik-anti-imigran,Uni Eropa: Antara Kekurangan Tenaga Kerja dan Politik Anti Imigran,"Imigrasi menjadi isu politik utama di Eropa, terutama dengan meningkatnya pengaruh sayap kanan"
2024-12-06,https://news.detik.com/pilkada/d-7673973/bawaslu-lebak-setop-usut-laporan-dugaan-politik-uang-relawan-cagub,Bawaslu Lebak Setop Usut Laporan Dugaan Politik Uang Relawan Cagub,"Sentra Penegakan Hukum Terpadu (Gakkumdu) Bawaslu Lebak menghentikan pengusutan laporan dugaan politik uang yang terjadi di Kecamatan Curugbitung, Lebak, Banten"
2024-09-12,https://news.detik.com/berita/d-7538063/hut-fkppi-bamsoet-ingatkan-pentingnya-pembenahan-partai-politik,"HUT FKPPI, Bamsoet Ingatkan Pentingnya Pembenahan Partai Politik",Ketua MPR RI  sekaligus Wakil Ketua Umum FKPPI Bambang Soesatyo (Bamsoet) menekankan bahwa untuk membenahi berbagai permasalahan di Indonesia harus dimulai dengan terlebih dahulu membenahi sistem rekrutmen dan pengkaderan di partai politik
2025-07-22,https://news.detik.com/berita/d-8023859/bem-fh-unnes-kritik-rkuhap-komisi-iii-jauh-lebih-baik-dari-kuhap-lama,"BEM FH Unnes Kritik RKUHAP, Komisi III: Jauh Lebih Baik dari KUHAP Lama",Badan Eksekutif Mahasiswa (BEM) Fakultas Hukum (FH) Universitas Negeri Semarang (Unnes) menilai revisi KUHAP melemahkan hak tersangka dan korban
2025-01-14,https://news.detik.com/berita/d-7731235/ppi-soal-anies-akan-buat-ormas-cara-eksis-menuju-pilpres-2029,PPI soal Anies Akan Buat Ormas: Cara Eksis Menuju Pilpres 2029,"Mantan Gubernur Jakarta, Anies Baswedan, dikabarkan akan mendirikan sebuah organisasi kemasyarakatan (ormas)"
2025-05-30,https://news.detik.com/berita/d-7940903/pimpinan-kpk-usul-ruu-kuhap-atur-penyelidik-penyidik-lulusan-sarjana-hukum,Pimpinan KPK Usul RUU KUHAP Atur Penyelidik-Penyidik Lulusan Sarjana Hukum,Wakil Ketua KPK Johanis Tanak mengusulkan Rancangan Undang-Undang tentang Perubahan atas Undang-Undang Nomor 8 Tahun 1981 tentang Hukum Acara Pidana (RUU KUHAP) mengatur soal syarat penyelidik dan penyidik
2025-07-21,https://news.detik.com/berita/d-8022651/ahy-dorong-reformasi-aturan-dana-kampanye-singgung-politik-uang,"AHY Dorong Reformasi Aturan Dana Kampanye, Singgung Politik Uang",Ketua Umum DPP Partai Demokrat Agus Harimurti Yudhoyono (AHY) mendorong reformasi aturan dana kampanye
2025-01-24,https://news.detik.com/berita/d-7747831/bamsoet-hadiri-hut-ke-75-tutut-soeharto-puji-kiprah-sosial-politik,"Bamsoet Hadiri HUT Ke-75 Tutut Soeharto, Puji Kiprah Sosial & Politik","Wakil Ketua Umum Partai Golkar Bambang Soesatyo mengapresiasi kiprah Siti Hardijanti Rukmana (Mbak Tutut), sebagai salah satu senior dan tokoh Partai Golkar"
2025-02-15,https://news.detik.com/berita/d-7779728/nasdem-luncurkan-program-remaja-bernegara-harap-anak-muda-melek-politik,"NasDem Luncurkan Program Remaja Bernegara, Harap Anak Muda Melek Politik",Partai NasDem meluncurkan Program Remaja Bernegara
2024-07-30,https://news.detik.com/pemilu/d-7464297/anies-ungkap-obrolan-dengan-ahok-tak-bahas-politik-bahas-pribadi,"Anies Ungkap Obrolan dengan Ahok: Tak Bahas Politik, Bahas Pribadi",Eks Gubernur DKI Jakarta Anies Baswedan mengungkap obrolannya dengan politisi PDI Perjuangan Basuki Tjahaja Purnama (Ahok)
2024-11-23,https://news.detik.com/pilkada/d-7652777/hasil-survei-charta-politik-dedie-jenal-menang-di-semua-kecamatan,Hasil Survei Charta Politik: Dedie-Jenal Menang di Semua Kecamatan,Pemilihan Kepala Daerah (Pilkada) Kota Bogor akan berlangsung pekan depan
2025-07-13,https://news.detik.com/melindungi-tuah-marwah/d-8009362/riau-bhayangkara-run-2025-sukses-digelar-ekonomi-bangkit-alam-lestari,Riau Bhayangkara Run 2025 Sukses Digelar: Ekonomi Bangkit-Alam Lestari,Event Riau Bhayangkara Run 2025 yang melibatkan ribuan peserta telah digelar dengan sukses
2025-03-03,https://news.detik.com/internasional/d-7803484/ekonomi-carut-marut-bikin-menkeu-iran-dimakzulkan,Ekonomi Carut-marut Bikin Menkeu Iran Dimakzulkan,Inflasi tinggi hingga mata uang anjlok membuat perekonomian Iran carut marut
2025-01-10,https://news.detik.com/berita/d-7727228/pd-dorong-makan-bergizi-gratis-terus-disempurnakan-pembangkit-ekonomi-baru,PD Dorong Makan Bergizi Gratis Terus Disempurnakan: Pembangkit Ekonomi Baru,Ketua DPP Partai Demokrat Herman Khaeron mendorong program Makan Bergizi Gratis yang kini telah berjalan agar terus disempurnakan pelaksanaannya
2025-02-18,https://news.detik.com/berita/d-7784363/tim-hukum-pdip-ngotot-minta-kpk-tunda-periksa-hasto,Tim Hukum PDIP Ngotot Minta KPK Tunda Periksa Hasto,Tim Hukum PDIP meminta KPK menunda pemeriksaan Sekjen PDIP Hasto Kristiyanto
2024-11-01,https://news.detik.com/berita/d-7616647/pks-dukung-revisi-paket-uu-politik-harap-pemilu-jadi-lebih-simpel-dan-murah,"PKS Dukung Revisi Paket UU Politik, Harap Pemilu Jadi Lebih Simpel dan Murah",Wacana revisi sejumlah undang-undang politik kini tengah mengemuk
2025-07-26,https://news.detik.com/berita/d-8030295/alasan-hakim-naikkan-hukuman-zarof-ricar-jadi-18-tahun-bui,Alasan Hakim Naikkan Hukuman Zarof Ricar Jadi 18 Tahun Bui,"Pengadilan Tinggi Jakarta memperberat vonis eks pejabat Mahkamah Agung (MA) yang juga dikenal makelar kasus, Zarof Ricar, dari 16 tahun menjadi 18 tahun penjara"
2025-07-14,https://news.detik.com/berita/d-8011226/pucuk-pimpinan-babel-panas-giliran-gelar-sarjana-hukum-wagub-disoal,"Pucuk Pimpinan Babel Panas, Giliran Gelar Sarjana Hukum Wagub Disoal",Tim Investigasi Pemerintah Provinsi Kepulauan Bangka Belitung (Babel) menyebutkan Wakil Gubernur Kepulauan Babel Hellyana diduga tidak terdaftar sebagai lulusan Sarjana Hukum (SI) di Fakultas Hukum Universitas Azzahra (FHUA)
2025-05-28,https://news.detik.com/berita/d-7936778/herman-deru-harap-koperasi-merah-putih-jadi-garda-terdepan-ekonomi-rakyat,Herman Deru Harap Koperasi Merah Putih Jadi Garda Terdepan Ekonomi Rakyat,Gubernur Sumatera Selatan (Sumsel) Herman Deru mengatakan pembentukan Koperasi Merah Putih di desa dan kelurahan merupakan solusi strategis untuk mendorong pemerataan ekonomi dan meningkatkan kesejahteraan masyarakat
2025-05-10,https://news.detik.com/berita/d-7908296/beda-pandangan-perkara-direksi-nakal-kebal-hukum-di-uu-bumn,Beda Pandangan Perkara Direksi 'Nakal' Kebal Hukum di UU BUMN,Undang-undang Nomor 1 Tahun 2025 tentang Perubahan Ketiga atas Undang-undang Nomor 19 Tahun 2023 tentang Badan Usaha Milik Negara (BUMN) tengah menjadi sorotan
2024-11-19,https://news.detik.com/berita/d-7646974/bawaslu-ingatkan-tim-kampanye-masyarakat-tak-lakukan-politik-uang,Bawaslu Ingatkan Tim Kampanye-Masyarakat Tak Lakukan Politik Uang,Ketua Bawaslu RI Rahmat Bagja mengakui bahwa politik uang masih jadi salah satu kerawanan tertinggi pada masa Pilkada
2025-06-19,https://news.detik.com/berita/d-7971360/kuasa-hukum-sebut-pelaku-pencabulan-adik-habib-bahar-bin-smith-tetangga-korban,Kuasa Hukum Sebut Pelaku Pencabulan Adik Habib Bahar bin Smith Tetangga Korban,"Adik Habib Bahar bin Smith dicabuli di kontrakannya di Pamulang, Tangerang Selatan (Tangsel)"
2024-09-11,https://news.detik.com/berita/d-7534816/ahli-hukum-nilai-petugas-tangkap-marimutu-sinivasan-layak-diberi-penghargaan,Ahli Hukum Nilai Petugas Tangkap Marimutu Sinivasan Layak Diberi Penghargaan,"Obligor Bantuan Likuiditas Bank Indonesia (BLBI), Marimutu Sinivasan, ditangkap saat hendak kabur ke Malaysia"
2025-07-26,https://news.detik.com/berita/d-8030564/ayah-perkosa-anak-kandung-di-bekasi-ancam-dan-ambil-hp-korban,Ayah Perkosa Anak Kandung di Bekasi Ancam dan Ambil HP Korban,"Anak perempuan berusia 14 tahun di Bekasi menjadi korban pemerkosaan ayah kandungnya, R, sejak setahun lalu"
2025-02-15,https://news.detik.com/berita/d-7779431/prabowo-mau-buat-koalisi-permanen-pdip-bakal-bahas-sikap-politik-di-kongres,"Prabowo Mau Buat Koalisi Permanen, PDIP Bakal Bahas Sikap Politik di Kongres",Ketua Umum PKB Muhaimin Iskandar (Cak Imin) mengungkap Presiden Prabowo Subianto menawarkan koalisi permanen saat bersilaturahmi dengan koalisinya di Hambalang
2024-08-26,https://news.detik.com/berita/d-7508519/prabowo-bilang-intel-jangan-ngintelin-lawan-politik-ini-kata-pdip,"Prabowo Bilang Intel Jangan Ngintelin Lawan Politik, Ini Kata PDIP","Presiden terpilih Prabowo Subianto mengatakan bahwa intel harus digunakan untuk kepentingan bangsa, bukan untuk ngintelin lawan politik"
2025-05-23,https://news.detik.com/dw/d-7928389/ekonomi-jerman-terpuruk-masyarakat-disuruh-kerja-lebih-banyak,"Ekonomi Jerman Terpuruk, Masyarakat Disuruh Kerja Lebih Banyak",Resesi berarti perekonomian sedang menyusut
2025-07-18,https://news.detik.com/berita/d-8017964/hakim-nilai-tom-lembong-paham-izin-impor-ke-8-perusahaan-gula-langgar-aturan,Hakim Nilai Tom Lembong Paham Izin Impor ke 8 Perusahaan Gula Langgar Aturan,Majelis hakim menilai mantan Menteri Perdagangan Thomas Trikasih Lembong alias Tom Lembong memahami bahwa penerbitan izin impor untuk delapan perusahaan gula rafinasi swasta melanggar aturan
2025-01-13,https://news.detik.com/kolom/d-7730022/komitmen-politik-mewujudkan-generasi-emas,Komitmen Politik Mewujudkan Generasi Emas,Tahun politik 2024 telah berlalu
2025-07-18,https://news.detik.com/berita/d-8018307/tom-lembong-soal-divonis-4-5-tahun-penjara-hakim-bilang-tak-ada-niat-jahat,"Tom Lembong soal Divonis 4,5 Tahun Penjara: Hakim Bilang Tak Ada Niat Jahat","Mantan Menteri Perdagangan (Mendag) Thomas Trikasih Lembong alias Tom Lembong merespons setelah divonis 4,5 tahun penjara di kasus korupsi impor gula"
2024-12-16,https://news.detik.com/berita/d-7688184/bos-ppi-nilai-politik-uang-tak-akan-sirna-dengan-kepala-daerah-dipilih-dprd,Bos PPI Nilai Politik Uang Tak Akan Sirna dengan Kepala Daerah Dipilih DPRD,Direktur Parameter Politik Indonesia (PPI) Adi Prayitno tak setuju dengan usulan calon kepala daerah dipilih DPRD
2025-07-12,https://news.detik.com/berita/d-8008582/meriahnya-jakarta-fair-2025-sarana-hiburan-masyarakat-genjot-ekonomi,Meriahnya Jakarta Fair 2025: Sarana Hiburan Masyarakat-Genjot Ekonomi,Jakarta Fair 2025 dibanjiri antusiasme ribuan pengunjung untuk berbelanja dari menenteng berbagi produk fesyen hingga kuliner
2025-07-26,https://news.detik.com/berita/d-8029917/7-pria-perkosa-cabuli-anak-di-pasuruan-pelaku-termasuk-ayah-korban,"7 Pria Perkosa-Cabuli Anak di Pasuruan, Pelaku Termasuk Ayah Korban","Polres Pasuruan menetapkan tujuh orang menjadi tersangka pemerkosaan dan pencabulan terhadap SA, anak perempuan berusia 14 tahun di Pasuruan, Jawa Timur (Jatim)"
2025-01-10,https://news.detik.com/berita/d-7727268/puan-sebut-posisi-politik-pdip-diumumkan-setelah-kongres,Puan Sebut Posisi Politik PDIP Diumumkan Setelah Kongres,Ketua DPP PDIP Puan Maharani mengatakan sikap politik partainya akan diumumkan setelah kongres
2025-05-17,https://news.detik.com/berita/d-7918686/politik-uang-diungkap-mk-di-pilkada-barito-utara,Politik Uang Diungkap MK di Pilkada Barito Utara,Pasangan nomor urut 1 Gogo Purman Jaga-Hendro Nakalelo dan pasangan nomor urut 2 Akhmad Gunadi-Nadalsyah didiskualifikasi dari kepesertaan Pilbup Barito Utara 2024
2025-05-08,https://news.detik.com/berita/d-7905540/andre-rosiade-nggak-benar-direksi-bumn-kebal-hukum-rugikan-negara-diproses,"Andre Rosiade: Nggak Benar Direksi BUMN Kebal Hukum, Rugikan Negara Diproses","Wakil Ketua Komisi VI DPR RI, Andre Rosiade, membantah anggapan salah satu pasal di Undang-Undang BUMN kontradiktif dengan aturan di peraturan yang lain"
2025-07-25,https://news.detik.com/berita/d-8029383/apa-itu-akta-van-dading-simak-pengertian-hingga-kegunaannya,Apa Itu Akta Van Dading? Simak Pengertian hingga Kegunaannya,Pernahkah kamu mendengar istilah Akta Van Dading
2024-11-29,https://news.detik.com/berita/d-7663818/zita-sebut-inovasi-politik-anak-muda-penting-buat-memajukan-pariwisata,Zita Sebut Inovasi Politik Anak Muda Penting buat Memajukan Pariwisata,"Utusan Khusus Presiden Bidang Pariwisata, Zita Anjani menuturkan bahwa generasi muda memiliki peran penting untuk memajukan pariwisata di Indonesia"
2025-01-08,https://news.detik.com/berita/d-7722471/ri-jadi-anggota-brics-fraksi-gerindra-dpr-wujud-sejati-politik-bebas-aktif,"RI Jadi Anggota BRICS, Fraksi Gerindra DPR: Wujud Sejati Politik Bebas Aktif","Indonesia resmi menjadi anggota kelompok Brazil, Russia, India, China, South Africa (BRICS)"
2024-08-01,https://news.detik.com/kolom/d-7466720/korupsi-politik-dan-homo-sacer,Korupsi Politik dan Homo Sacer,"Hari-hari ini setidaknya ada dua berita daerah yang trending, satu berita di Jawa Timur, tentang penetapan tersangka terhadap sejumlah wakil rakyat di DPRD terkait dengan dana hibah APBD Provinsi"
2025-01-22,https://news.detik.com/berita/d-7745149/ketua-kpk-soal-tim-hukum-absen-praperadilan-hasto-bukan-mengulur-waktu,Ketua KPK soal Tim Hukum Absen Praperadilan Hasto: Bukan Mengulur Waktu,Ketua KPK Setyo Budiyanto mengatakan ketidakhadiran pihaknya yang membuat sidang praperadilan Sekjen PDIP Hasto Kristiyanto (HK) tertunda bukan untuk mengulur waktu
2025-02-20,https://news.detik.com/berita/d-7788289/pdip-penahanan-hasto-politik-dan-serangan-terhadap-partai,PDIP: Penahanan Hasto Politik dan Serangan terhadap Partai,PDI Perjuangan menganggap penahanan Hasto Kristiyanto merupakan politik dan serangan terhadap partai
2024-11-01,https://news.detik.com/kolom/d-7617134/phk-paradoks-pertumbuhan-ekonomi-dan-kekuatan-konsumsi-masyarakat,"PHK, Paradoks Pertumbuhan Ekonomi dan Kekuatan Konsumsi Masyarakat","Inilah paradoks ekonomi Indonesia: gelombang pemutusan hubungan kerja (PHK) yang berkelanjutan akibat bangkrutnnya sektor manufaktur menjadi fakta yang mengemuka, ketika ekonomi terus bertumbuh dengan kekuatan konsumsi masyarakat sebagai penopang utama"
2025-06-15,https://news.detik.com/melindungi-tuah-marwah/d-7965430/konflik-lahan-konsesi-bupati-siak-imbau-warga-hormati-proses-hukum,"Konflik Lahan Konsesi, Bupati Siak Imbau Warga Hormati Proses Hukum","Bupati Siak Afni Zulkifli meminta masyarakat di Desa Tumang, Kabupaten Siak, agar tetap tenang dan tidak terprovokasi pasca-kericuhan terkait konflik lahan di PT SSL"
2025-05-27,https://news.detik.com/berita/d-7934748/bamsoet-penegak-hukum-harus-jadi-garda-terdepan-bukan-penghambat,"Bamsoet: Penegak Hukum Harus Jadi Garda Terdepan, Bukan Penghambat",Anggota Komisi III DPR RI sekaligus Wakil Ketua Umum Partai Golkar Bambang Soesatyo menegaskan pentingnya peran institusi penegak hukum dalam mengatasi berbagai persoalan multidimensi yang tengah dihadapi Indonesia
2024-11-04,https://news.detik.com/foto-news/d-7621874/aksi-reuni-411-tuntut-penuntasan-kasus-hukum-10-tahun-terakhir,Aksi Reuni 411 Tuntut Penuntasan Kasus Hukum 10 Tahun Terakhir,"Jakarta - Massa reuni 411 menggelar aksi di depan patung Arjuna Wijaya atau Patung Kuda, Jakarta Pusat"
2024-08-18,https://news.detik.com/pemilu/d-7495600/bak-berbalas-pantun-perdebatan-hasto-vs-grace-soal-politik-jokowi,Bak Berbalas Pantun Perdebatan Hasto Vs Grace Soal Politik Jokowi,"Sekjen PDIP Hasto Kristiyanto dan Stafsus Presiden, Grace Natalie terlibat saling sentil satu sama lain"
2024-12-13,https://news.detik.com/kolom/d-7681848/korea-selatan-hantu-merah-dan-akuntabilitas-politik,"Korea Selatan, Hantu Merah, dan Akuntabilitas Politik","Pada 3 Desember 2024, Presiden Korea Selatan Yoon Suk Yeol secara mendadak mengumumkan bahwa negaranya berada dalam situasi darurat militer"
2025-07-22,https://news.detik.com/berita/d-8023460/lawan-vonis-4-5-tahun-penjara-tom-lembong-resmi-ajukan-banding,"Lawan Vonis 4,5 Tahun Penjara, Tom Lembong Resmi Ajukan Banding","Mantan Menteri Perdagangan Thomas Trikasih Lembong alias Tom Lembong divonis 4,5 tahun penjara di kasus korupsi impor gula"
2025-06-19,https://news.detik.com/berita/d-7971842/pakar-hukum-usul-penyelidikan-tak-diatur-di-rkuhap-supaya-lebih-luwes,Pakar Hukum Usul Penyelidikan Tak Diatur di RKUHAP: Supaya Lebih Luwes,"Pakar hukum pidana yang juga akademisi, Dr Chairul Huda, mengusulkan supaya penyelidikan tak masuk Revisi Kitab Undang-Undang Hukum Acara Pidana (RKUHAP)"
2025-07-12,https://news.detik.com/berita/d-8008316/cak-imin-bicara-atasi-masalah-krisis-lingkungan-dengan-politik,Cak Imin Bicara Atasi Masalah Krisis Lingkungan dengan Politik,Ketum PKB Abdul Muhaimin Iskandar atau Cak Imin menyoroti masalah kerusakan lingkungan hidup yang semakin masif
2025-06-27,https://news.detik.com/berita/d-7984576/waka-komisi-x-dpr-minta-kasus-bocah-diceburkan-ke-sumur-diproses-hukum,Waka Komisi X DPR Minta Kasus Bocah Diceburkan ke Sumur Diproses Hukum,"Wakil Ketua Komisi X DPR RI Lalu Hadrian menyoroti kasus perundungan (bullying) terhadap siswa SMP di Kecamatan Ciparay, Kabupaten Bandung, yang diceburkan ke sumur"
2025-03-23,https://news.detik.com/berita/d-7837002/banten-jadi-salah-satu-provinsi-prioritas-pengembangan-ekonomi-kreatif,Banten Jadi Salah Satu Provinsi Prioritas Pengembangan Ekonomi Kreatif,Kementerian Ekonomi Kreatif menyebut Banten menjadi salah satu provinsi prioritas pengembangan ekonomi kreatif
2024-10-16,https://news.detik.com/pilkada/d-7590308/bawaslu-pria-viral-bagikan-duit-di-pandeglang-tak-lakukan-politik-uang,Bawaslu: Pria Viral Bagikan Duit di Pandeglang Tak Lakukan Politik Uang,Badan Pengawas Pemilu (Bawaslu) Pandeglang telah selesai menangani laporan dugaan politik uang yang dilakukan oleh pria di Kecamatan Cimanuk
2025-01-10,https://news.detik.com/berita/d-7725989/acara-hut-ke-52-pdip-digelar-hari-ini-megawati-akan-sampaikan-pidato-politik,"Acara HUT Ke-52 PDIP Digelar Hari ini, Megawati Akan Sampaikan Pidato Politik",PDI Perjuangan (PDIP) akan menggelar peringatan hari ulang tahun (HUT) partai ke-52 siang ini
2025-04-30,https://news.detik.com/dw/d-7892871/konklaf-pemilihan-paus-berubah-menjadi-sensasi-politik,Konklaf: Pemilihan Paus Berubah Menjadi Sensasi Politik,"Setelah wafatnya Paus Fransiskus pada tanggal 21 April, Vatikan kini akan memilih pemimpin spiritual barunya pada awal bulan Mei"
2024-10-29,https://news.detik.com/berita/d-7612366/legislator-pks-mungkin-nggak-sih-ruu-perampasan-aset-jadi-alat-politik,Legislator PKS: Mungkin Nggak Sih RUU Perampasan Aset Jadi Alat Politik?,"Anggota Badan Legislasi (Baleg) DPR RI Fraksi PKS, Muhammad Kholid, menyoroti RUU Perampasan Aset yang kerap diusulkan untuk masuk Prolegnas 2024-2029"
2024-08-06,https://news.detik.com/foto-news/d-7476248/pakai-sarung-peci-kaesang-sowan-ke-cak-imin-di-dpp-pkb,"Pakai Sarung-Peci, Kaesang Sowan ke Cak Imin di DPP PKB","Jakarta - Ketum PSI, Kaesang Pangarep, menyambangi DPP PKB untuk bertemu Ketum PKB Muhaimin Iskandar atau Cak Imin"
2024-10-21,https://news.detik.com/foto-news/d-7598958/israel-serang-gedung-lembaga-keuangan-hizbullah,Israel Serang Gedung Lembaga Keuangan Hizbullah,Lebanon - Israel berusaha menghancurkan ekonomi Hizbullah
2025-07-16,https://news.detik.com/berita/d-8014438/peringatan-hari-koperasi-di-pks-koperasi-adalah-dakwah-ekonomi-kita,Peringatan Hari Koperasi di PKS: Koperasi adalah Dakwah Ekonomi Kita,Wakil Menteri Koperasi (Wamenkop) Ferry Juliantono mengatakan koperasi desa merupakan sarana membangun kemandirian dan pusat aktivitas ekonomi masyarakat
2025-07-17,https://news.detik.com/berita/d-8016334/tolak-ubah-rp-1-000-jadi-rp-1-mk-harus-dilakukan-pembentuk-uu,"Tolak Ubah Rp 1.000 Jadi Rp 1, MK: Harus Dilakukan Pembentuk UU",Mahkamah Konstitusi (MK) menolak gugatan yang meminta redenominasi atau penyederhanaan rupiah dari Rp 1
2025-01-24,https://news.detik.com/berita/d-7748405/jokowi-dan-hatta-rajasa-makan-siang-bareng-di-solo-bahas-politik-ekonomi,"Jokowi dan Hatta Rajasa Makan Siang Bareng di Solo, Bahas Politik-Ekonomi","Ketua Majelis Penasihat PAN Hatta Rajasa bertemu dan makan siang bersama Presiden ke-7 RI Joko Widodo (Jokowi) di Kota Solo, Jawa Tengah"
2025-07-19,https://news.detik.com/internasional/d-8019381/iran-hukum-gantung-3-pria-pelaku-pemerkosaan,Iran Hukum Gantung 3 Pria Pelaku Pemerkosaan,Otoritas Iran melakukan eksekusi mati terhadap tiga pria yang dinyatakan bersalah atas kasus pemerkosaan
2025-05-02,https://news.detik.com/berita/d-7896068/2-hakim-pembebas-ronald-tannur-minta-jalani-hukuman-di-semarang-dan-medan,2 Hakim Pembebas Ronald Tannur Minta Jalani Hukuman di Semarang dan Medan,"Hakim Pengadilan Negeri (PN) Surabaya, Erintuah Damanik dan Mangapul, memohon ke majelis hakim agar dapat menjalani pidana penjara di Semarang dan Medan"
2024-11-26,https://news.detik.com/pilkada/d-7657364/bima-arya-soal-potensi-politik-uang-di-pilkada-viralkan-kalau-ada-bukti,Bima Arya soal Potensi Politik Uang di Pilkada: Viralkan Kalau Ada Bukti,"Wakil Menteri Dalam Negeri atau Wamendagri, Bima Arya mengajak warga agar berpartisipasi mencegah praktik politik uang"
2024-10-31,https://news.detik.com/berita/d-7616016/tito-akan-lapor-prabowo-soal-wacana-omnibus-law-uu-politik-dari-baleg-dpr,Tito Akan Lapor Prabowo soal Wacana Omnibus Law UU Politik dari Baleg DPR,Menteri Dalam Negeri (Mendagri) Tito Karnavian akan menindaklanjuti usulan revisi sejumlah undang-undang (UU) politik via omnibus law
2025-01-24,https://news.detik.com/kolom/d-7744747/100-hari-kerja-prabowocare-capaian-ekonomi-dan-transparansi,"100 Hari Kerja: Prabowocare, Capaian Ekonomi, dan Transparansi",Litbang Kompas akhirnya merilis hasil survei opini publik kinerja pemerintah jelang 100 hari kerja Prabowo-Gibran pada Senin (20/1)
2025-01-09,https://news.detik.com/pilkada/d-7724547/isran-noor-tuding-lawannya-di-pilgub-kaltim-lakukan-politik-uang,Isran Noor Tuding Lawannya di Pilgub Kaltim Lakukan Politik Uang,Pasangan Cagub-Cawagub Kalimantan Timur nomor urut 1 Isran Noor-Hadi Mulyadi menuding ada pelanggaran politik uang yang dilakukan pasangan nomor urut 2 Rudy Mas'ud-Seno Aji
2024-12-12,https://news.detik.com/berita/d-7683365/antara-golkar-dan-arah-politik-jokowi,Antara Golkar dan Arah Politik Jokowi,Jokowi bagaikan sebuah piala setelah lepas dari PDIP
2024-12-23,https://news.detik.com/berita/d-7700201/ketua-ma-temui-pimpinan-mpr-tukar-pikiran-penegakan-hukum,"Ketua MA Temui Pimpinan MPR, Tukar Pikiran Penegakan Hukum","Ketua Mahkamah Agung (MA), Sunarto, melakukan silaturahmi dengan pimpinan Majelis Permusyawaratan Rakyat (MPR) RI hari ini"
